PR Number,Title,Created At,Updated At,State,Files Changed,Total Comments,Decision Time,URL,Type of Change,LOC Changed,Closed Date,Integration,Author,Formatted Comments
58060,Add a Preset mode for Honeywell permanent hold,2021-10-19 20:17:16+00:00,2021-10-30 00:03:13+00:00,merged,4,14,9,https://github.com/home-assistant/core/pull/58060,New feature (which adds functionality to an existing integration),40,2021-10-28T23:59:51Z,honeywell,schreyack,"(issue comment from reviewer) [2021-10-19T20:17:19Z] Hi @schreyack, 

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant&#x2F;core#58060).

Once you do that we will be able to review and accept this pull request.

Thanks!

(review comment from reviewer) [2021-10-20T13:25:50Z] Should this also turn off away mode?
(review comment from reviewer) [2021-10-20T13:26:01Z] Should this also turn off hold mode?
(review comment from author) [2021-10-20T13:31:20Z] it does both.
(review comment from author) [2021-10-20T13:32:16Z] mm. good point.  will fix.
(review comment from author) [2021-10-20T13:37:35Z] updated to flip the away mode boolean when turning on hold mode.
(review comment from author) [2021-10-20T13:40:35Z] sorry misunderstood your question... hold mode is determined by the actual state of the thermostat (since it is a natively supported feature) whereas away mode is a feature ""created"" in HA to simulate what many other types of thermostats do.  so when turning on away mode, we don't need to turn off hold mode.  (technically, on the thermostat itself, all away mode does is turn on hold mode and set the temperature.)  this new feature allows you to set hold mode without setting the temperature... ie maintain current temp setting.
(issue comment from author) [2021-10-26T16:09:31Z] > Please fix the imports and flake8 errors

done!
(issue comment from reviewer) [2021-10-26T20:10:09Z] Thanks for bumping the dependency! However, could you please update the PR description to contain at least one (or multiple) of the following:

- A link to the release notes of this package version, and all versions in between.
- A link to the changelog of this package.
- A link to a Git(Hub) diff/compare view from the current version to the bumped version.

This allows us to review upstream changes, which is needed to decide this change is working as intended and/or if we can include it in, for example, a patch release of Home Assistant.

Thanks already! 👍
(issue comment from author) [2021-10-26T21:03:20Z] > Thanks for bumping the dependency! However, could you please update the PR description to contain at least one (or multiple) of the following:
> 
> * A link to the release notes of this package version, and all versions in between.
> * A link to the changelog of this package.
> * A link to a Git(Hub) diff/compare view from the current version to the bumped version.
> 
> This allows us to review upstream changes, which is needed to decide this change is working as intended and/or if we can include it in, for example, a patch release of Home Assistant.
> 
> Thanks already! 👍

Diff view:
https://github.com/kk7ds/somecomfort/compare/0.7.0...0.8.0

Releases:
https://github.com/kk7ds/somecomfort/releases

(issue comment from reviewer) [2021-10-26T21:44:59Z] 
> Diff view: [kk7ds/somecomfort@0.7.0...0.8.0](https://github.com/kk7ds/somecomfort/compare/0.7.0...0.8.0)
> 
> Releases: [kk7ds/somecomfort/releases](https://github.com/kk7ds/somecomfort/releases)

In the future, please add this to the Proposed change section.  I've gone ahead and moved it for you.  Thanks!
(review comment from reviewer) [2021-10-26T21:51:04Z] It looks like `mode` is coming directly from the device and not the library
https://github.com/kk7ds/somecomfort/blob/master/somecomfort/client.py#L156
so we can't be sure its a hold mode.

Since there are only two modes, https://github.com/kk7ds/somecomfort/blob/master/somecomfort/client.py#L255

Would you please avoid using `setattr` here instead and throw an exception
if the mode returned isn't valid.
(review comment from author) [2021-10-27T13:41:36Z] Actually, we do know it's a hold mode.  The Honeywell thermostats have a permanent hold setting and the somecomfort library is able to gather that info from the device.  So in this case, the update I'm making is to allow a user to see if their device is in permanent hold or not and to also allow them to turn the hold on or off, which is why I use `setattr` to turn the hold mode on.
(review comment from reviewer) [2021-10-27T15:14:58Z] What's concerning here is the integration is accepting arbitrary unvalidated data from the Honeywell api and using it to set an attribute.  

This is one of the ways software vulnerabilities creep in. While I think the risk is low here, we should mitigate it if it's reasonable to do so.

If there is validation and I'm missing it, please help me out and point me to it.
(review comment from author) [2021-10-27T21:06:20Z] Ah!  Now I understand what you're after... I added a check that confirms the mode returned is within the values that it should be (auto, off, heat, cool).

https://github.com/home-assistant/core/pull/58060/commits/4c0212df14175e061bfc28f939fd9d981d7d30b1
(issue comment from reviewer) [2021-10-28T18:52:21Z] Should be good to go once the `pylint` issue is fixed

```
************* Module homeassistant.components.honeywell.climate
Warning: homeassistant/components/honeywell/climate.py:372:19: C0201: Consider iterating the dictionary directly instead of calling .keys() (consider-iterating-dictionary)
Warning: homeassistant/components/honeywell/climate.py:379:12: W1201: Use lazy % formatting in logging functions (logging-not-lazy)
Error: Process completed with exit code 20.
```
(issue comment from reviewer) [2021-10-28T20:03:37Z] Its going to need `black` as well or the CI will fail.  Will start the CI after
(review comment from reviewer) [2021-10-28T20:04:55Z] ```suggestion
```
(review comment from reviewer) [2021-10-28T20:05:08Z] ```suggestion
        if mode in HW_MODE_TO_HVAC_MODE:
```
(review comment from reviewer) [2021-10-28T20:05:24Z] `.keys()` is the default so this was ok. It just wanted you to drop the `.keys()`
(issue comment from reviewer) [2021-10-28T20:08:37Z] In future PRs, please be sure to create a branch with `git checkout -b <your branch name here>` instead of merging from `dev` directly.  Thanks 👍 
(issue comment from author) [2021-10-28T20:27:34Z] running black now.  thanks for your patience with me on this... obviously it's my first time. :) 
(review comment from reviewer) [2021-10-28T22:17:10Z] ```suggestion
            _LOGGER.error(""Invalid system mode returned: %s"", mode)
```"
84869,Initial setup for Sunbeam Dual Zone Heated Bedding,2022-12-30 20:07:53+00:00,2023-07-05 16:08:21+00:00,closed,4,5,185,https://github.com/home-assistant/core/pull/84869,New feature (which adds functionality to an existing integration),81,2023-07-04T16:06:00Z,tuya,chuckdeal97,"(review comment from reviewer) [2023-01-17T10:31:17Z] These DPs aren't in the linked documentation?
(review comment from reviewer) [2023-01-17T10:31:50Z] I could not find these DPs in the linked documentation.
(review comment from reviewer) [2023-01-17T10:32:21Z] Why would Level 1 be ""Low"", and not just ""Level 1"" ?
(review comment from author) [2023-01-25T01:22:11Z] I was mimicking the tuya Smart Life app interface for this device.  It uses an ""L"" and ""H"" for the heat settings.  I'm not set on the idea and can put it back to match the actual codes.

<img src=""https://user-images.githubusercontent.com/106625807/214458674-8623e136-5360-43fd-adb0-51bc61b8b877.png"" width=""200"">
<img src=""https://user-images.githubusercontent.com/106625807/214458682-4f873983-24dc-4b11-b985-1d455d672c65.png"" width=""200"">
(review comment from author) [2023-01-25T02:04:05Z] My apologies for not making a stronger connection between the DPCodes and the documentation.  I was also frustrated by the complete mismatch of the documentation to what the diagnostics showed as the used codes.  I've attached the diagnostics report from this device from my Home Assistant.  

What would the correct way to support this device be?  Create local constants instead of adding to DPCodes?


[tuya-d49601845676c22b15d59c2008f4b0ef-Sunbeam Bedding-b547a8326b91fe6f46c2167bc036198e.json (1).txt](https://github.com/home-assistant/core/files/10495472/tuya-d49601845676c22b15d59c2008f4b0ef-Sunbeam.Bedding-b547a8326b91fe6f46c2167bc036198e.json.1.txt)
"
128530,Add switch entity to Cambridge Audio,2024-10-16 18:32:36+00:00,2024-10-26 13:05:03+00:00,merged,8,2,8,https://github.com/home-assistant/core/pull/128530,New feature (which adds functionality to an existing integration),265,2024-10-25T09:22:50Z,cambridge_audio,noahhusby,"(review comment from reviewer) [2024-10-16T19:15:19Z] ```suggestion
        ""name"": ""Early update""
```
(review comment from reviewer) [2024-10-16T19:15:37Z] ```suggestion
    async_add_entities(
        CambridgeAudioSwitch(entry.runtime_data, description)
        for description in CONTROL_ENTITIES
    )
```"
111968,Add `open` state to LockEntity,2024-03-01 17:32:25+00:00,2024-05-09 19:01:33+00:00,merged,18,3,68,https://github.com/home-assistant/core/pull/111968,New feature (which adds functionality to an existing integration),410,2024-05-08T18:42:22Z,lock,gjohansson-ST,"(review comment from reviewer) [2024-03-03T11:34:29Z] May be add a test to ensure code test coverage.
(review comment from author) [2024-03-03T11:50:04Z] Was a mistake in lock state which made this but it's now also tested properly 👍 
(issue comment from reviewer) [2024-03-04T15:50:46Z] I added the awaiting-frontend flag; this PR should not be merged until the frontend PR is approved.
(review comment from reviewer) [2024-04-13T13:33:21Z] This is technically correct as open means unlocked, but it would be easier for the user in the frontend if this would be""{entity_name} is open"". 
(issue comment from author) [2024-04-16T17:49:19Z] > I added the awaiting-frontend flag; this PR should not be merged until the frontend PR is approved.

Frontend PR has been approved
(issue comment from reviewer) [2024-04-16T20:18:19Z] These tests fail and are related to this PR:
```
FAILED tests/components/group/test_init.py::test_cover_added_after_group - AssertionError: assert 'locked' == 'closed'
FAILED tests/components/group/test_init.py::test_group_that_references_a_group_of_covers - AssertionError: assert 'locked' == 'closed'
FAILED tests/components/group/test_init.py::test_group_that_references_two_groups_of_covers - AssertionError: assert 'locked' == 'closed'
FAILED tests/components/group/test_init.py::test_group_that_references_two_types_of_groups - AssertionError: assert 'locked' == 'closed'
```
(issue comment from author) [2024-04-16T20:22:48Z] > These tests fail and are related to this PR:
> 
> ```
> 
> FAILED tests/components/group/test_init.py::test_cover_added_after_group - AssertionError: assert 'locked' == 'closed'
> 
> FAILED tests/components/group/test_init.py::test_group_that_references_a_group_of_covers - AssertionError: assert 'locked' == 'closed'
> 
> FAILED tests/components/group/test_init.py::test_group_that_references_two_groups_of_covers - AssertionError: assert 'locked' == 'closed'
> 
> FAILED tests/components/group/test_init.py::test_group_that_references_two_types_of_groups - AssertionError: assert 'locked' == 'closed'
> 
> ```

They don't fail locally and its covers?!
I guess I'll take another look tomorrow but it makes no sense to me. 
(issue comment from reviewer) [2024-04-16T20:24:20Z] > > These tests fail and are related to this PR:
> > ```
> > 
> > FAILED tests/components/group/test_init.py::test_cover_added_after_group - AssertionError: assert 'locked' == 'closed'
> > 
> > FAILED tests/components/group/test_init.py::test_group_that_references_a_group_of_covers - AssertionError: assert 'locked' == 'closed'
> > 
> > FAILED tests/components/group/test_init.py::test_group_that_references_two_groups_of_covers - AssertionError: assert 'locked' == 'closed'
> > 
> > FAILED tests/components/group/test_init.py::test_group_that_references_two_types_of_groups - AssertionError: assert 'locked' == 'closed'
> > ```
> 
> They don't fail locally and its covers?! I guess I'll take another look tomorrow but it makes no sense to me.

Update your local branch and you should be able to reproduce.
(issue comment from author) [2024-04-17T18:21:57Z] Tests are flaky but can't figure out what's the issue yet. 
If I run all group tests there is no issue, if I run only init tests it mostly fails but not always. Running the individual tests are fine. 

So something with this PR is obviously doing it (as in dev it seems all fine) but no idea yet. 
(issue comment from reviewer) [2024-04-17T18:23:22Z] > Tests are flaky but can't figure out what's the issue yet. If I run all group tests there is no issue, if I run only init tests it mostly fails but not always. Running the individual tests are fine.
> 
> So something with this PR is obviously doing it (as in dev it seems all fine) but no idea yet.

I could have a look?
(issue comment from reviewer) [2024-04-17T19:14:10Z] The tests became unpredictable after this PR. I can still reproduce some errors locally:

```bash
pytest tests/components/group/test_init.py --count 10 -n auto
```
(issue comment from reviewer) [2024-04-18T05:59:10Z] I think the new open state for locks might be confused with the cover open states when grouping together. The test might become lingering if it depends on the order the entities are grouped.
(issue comment from reviewer) [2024-04-18T06:38:25Z] This should fix the CI tests: https://github.com/home-assistant/core/pull/115797
(issue comment from reviewer) [2024-04-18T07:58:08Z] While the changes in https://github.com/home-assistant/core/pull/115797 fixes CI it also hides the underlying issue which to my understanding is that mixed legacy groups behave different depending on if `cover` or `lock` is setup first. I don't think we can merge this PR before that issue is fully understood.
(issue comment from reviewer) [2024-04-18T08:16:31Z] I added a new test case `tests/components/group/test_init.py::test_cover_lock_issue` which fails ~50% of the time on its own + some debug prints.

Before this PR, the group registry has these mappings in `GroupIntegrationRegistry.on_off_mapping`:
""open"" -> ""closed"" (Registred by cover)
""unlocked"" -> ""locked"" (Registred by lock)

With this PR, lock also registers this mapping, which conflicts with the mapping registered by cover:
""open"" -> ""locked"" (Registred by lock)

I think `GroupIntegrationRegistry.on_off_mapping` and `GroupIntegrationRegistry.off_on_mapping` need to be modified to be indexed by `(domain, state)` instead of just by `state` for this to be solved.

Edit:
This may be tricky for groups of groups
https://github.com/home-assistant/core/blob/6fc3b30174140a745193474543bb8085742c26e4/homeassistant/components/group/entity.py#L390-L395
(issue comment from reviewer) [2024-04-19T10:52:05Z] Opened https://github.com/home-assistant/core/pull/115849 to allow testing multi domain groups. If this gets merged we can add a case with `cover` and  `locks` that both have an `open` state.
(issue comment from reviewer) [2024-04-20T11:15:56Z] Opened https://github.com/home-assistant/core/pull/115866 to enable better support for entity platforms with multiple `on` states.
(issue comment from reviewer) [2024-04-24T15:04:35Z] Seems the group OFF to ON mapping was not used any more for the group state. Added some tests. Will open a separate fix PR to fix this for group and remove these commits here.

(issue comment from reviewer) [2024-04-24T17:20:40Z] Fix for group state: https://github.com/home-assistant/core/pull/116116"
63281,Vera scene exclude,2022-01-03 11:54:52+00:00,2022-05-17 21:01:42+00:00,closed,7,7,133,https://github.com/home-assistant/core/pull/63281,New feature (which adds functionality to an existing integration),57,2022-05-16T20:44:31Z,vera,mmillmor,"(issue comment from reviewer) [2022-01-03T11:54:54Z] Hi @mmillmor, 

It seems you haven't yet signed a CLA. Please do so [here](https://home-assistant.io/developers/cla_sign_start/?pr=home-assistant&#x2F;core#63281).

Once you do that we will be able to review and accept this pull request.

Thanks!

(review comment from reviewer) [2022-01-03T12:06:58Z] This should not be added to the YAML configuration. We don't allow changes or additions to the YAML configuration for integrations that connect to devices or services.
(review comment from author) [2022-01-03T12:10:48Z] OK. I was basing this on what was there before, but happy to change it. If I need to add a new setting to the set of existing settings, what is the right way to do it? 
(review comment from reviewer) [2022-01-03T12:11:43Z] > If I need to add a new setting to the set of existing settings, what is the right way to do it?

I'm not sure about this question, could you clarify it?

(review comment from author) [2022-01-03T12:17:11Z] Sure, no problem. This component already has 3 settings in the schema - the controller URL, a list of devices to treat as lights, and a list of devices to not import. I added a 4th setting in the schema - a list of scenes to not import. I added that new setting in exactly the same way as the other settings. The change was rejected on the basis that changes or additions to the YAML configuration are now allowed. My question is if it is not allowed to add an additional setting this way, what is the correct way to do it instead? This is my first tweak to an existing component, and would appreciate pointers on how to do it right.
(review comment from reviewer) [2022-01-03T12:20:43Z] You have added both the possibility to set this via YAML and via the UI (as part of an option flow). The option flow is fine 👍  The YAML part isn't allowed.

For more information see: <https://github.com/home-assistant/architecture/blob/master/adr/0010-integration-configuration.md#decision>
(review comment from author) [2022-01-03T12:37:00Z] Got it - thanks for explaining! I have removed that line now and re-tested
(issue comment from reviewer) [2022-01-04T14:27:30Z] @mmillmor Can you make sure the tests/CI pass?
(issue comment from author) [2022-01-22T11:43:59Z] All checks now pass
(review comment from reviewer) [2022-01-23T16:17:53Z] ```suggestion
        return f""vera_scene_{self.vera_scene.scene_id}""
```
(issue comment from reviewer) [2022-05-16T20:44:31Z] Because there hasn't been any activity on this PR for quite some time now, I've decided to close it for being stale.

Feel free to re-open this PR when you are ready to pick up work on it again 👍"
116134,Add allow_negative configuration option to DurationSelector,2024-04-24 22:08:32+00:00,2024-05-31 16:01:52+00:00,merged,2,3,35,https://github.com/home-assistant/core/pull/116134,New feature (which adds functionality to an existing integration),13,2024-05-30T15:42:35Z,,ronweikamp,"(issue comment from reviewer) [2024-04-25T08:26:47Z] @bramkragten we discussed this yesterday, could you take a look?
(review comment from reviewer) [2024-05-29T07:41:12Z] ```suggestion
            # Allow negative durations. Will default to False in HA Core 2025.6.0.
            vol.Optional(""allow_negative""): cv.boolean,
```
(issue comment from reviewer) [2024-05-29T07:49:32Z] The new behavior for the duration selector proposed in this PR is to make it possible for core integrations and blueprint developers to signal if only positive durations are allowed

#### Behavior today for the duration selector:
- Frontend: Allows both positive and negative durations, although red squiggles are shown when negative numbers are entered
- Core: Allows both positive and negative durations

#### New behavior when we allow both negative and positive durations:
- Frontend: Show a new control to indicate negative duration
- Core: Allow both positive and negative durations

#### New behavior when we do allow only positive durations:
- Frontend: Don't allow entering negative durations, don't show the control for negating a duration
- Core: Only allow positive durations

We don't want existing blueprints and integrations which already use the duration selector to suddenly show the new control for negating durations, but we also don't want to risk breaking blueprints which rely on it being possible (although unintuitive) to input negative durations. Hence, during a deprecation period, we should keep the old behavior if the new flag has not been set, and after that deprecation period default to only allowing positive durations.



(review comment from reviewer) [2024-05-29T08:07:41Z] ```suggestion
        if self.config.get(""allow_negative"", True):
            cv.time_period_dict(data)
        else:
            cv.positive_time_period_dict(data)
```
(review comment from reviewer) [2024-05-29T08:07:54Z] ```suggestion
            {""allow_negative"": False},
```
(issue comment from reviewer) [2024-05-30T14:31:53Z] @bramkragten Can this PR be merged before frontend has been updated, or should we wait for frontend?

Edit: Aligned with @bramkragten that it's OK to merge this PR first"
44827,Utility meter manual,2021-01-04 19:24:22+00:00,2021-02-14 01:31:25+00:00,closed,3,4,39,https://github.com/home-assistant/core/pull/44827,New feature (which adds functionality to an existing integration),28,2021-02-13T00:40:52Z,utility_meter,gigatexel,"(review comment from reviewer) [2021-01-04T20:00:15Z] I just realised something very important 😄 

The CONF_METER_TYPE is optional that means you **already** don't need to define the meter type

That is, your purpose (to not reset the utility_meter) already exists and is working!
(review comment from reviewer) [2021-01-04T20:03:13Z] What is missing is in the documentation, in there it should state (as seen in your PR) that the cycle is **optional**
(review comment from author) [2021-01-05T07:31:00Z] Yes, I also noticed that the CONF_METER_TYPE was already programmed as optional but not default value was assigned. In this way I feel it is better, because it eliminates ambiguity by defaulting to a given cycle.
Also added some extra clarification in manual text. In the `{% configuration %}` section of the docs, the `cycle`was already labeled as `required: false`
(review comment from reviewer) [2021-01-05T08:07:20Z] When it is `Optional` and no `default` is assigned, it gets assigned `None`"
106553,Add hysteresis support to Shelly integration,2023-12-28 13:14:24+00:00,2024-02-13 18:01:58+00:00,closed,4,9,46,https://github.com/home-assistant/core/pull/106553,New feature (which adds functionality to an existing integration),111,2024-02-12T17:13:05Z,shelly,chemelli74,"(review comment from reviewer) [2024-01-29T14:22:06Z] Config payload is not sent from the device periodically, in the case of `temperature hysteresis` no information about the value change is sent from the device. How will this value be updated in HA when the user changes it in the device UI?
(review comment from reviewer) [2024-01-29T14:23:55Z] The device user interface uses the name `Temperature hysteresis`, I think we should keep this name.
(review comment from author) [2024-01-29T14:31:22Z] When a config parameter is changed in the device UI, then a Event for it is generated and the `config_entry` is reloaded. This makes the value update.

(review comment from author) [2024-01-29T14:31:36Z] Good point, will change.
(review comment from reviewer) [2024-01-29T14:42:59Z] So we don't have real-time entity state updates, we need to wait 60 seconds for the config entry to reload. In my opinion, for the implementation of such an entity to make sense, the device must send the `temperature hysteresis` value periodically. Without this, value synchronization only occurs in one direction.
(review comment from reviewer) [2024-01-29T14:45:23Z] We need to ask the Shelly team again for this feature.
(review comment from author) [2024-01-29T15:00:38Z] Please try again, I did already twice.
Indeed would be the best solution.

(review comment from author) [2024-02-12T15:53:10Z] Final decision from Shelly is that we need to re-fetch config once we get the notification is changed.
This value won't be ever exposed as a status update.

(review comment from reviewer) [2024-02-12T16:12:10Z] In such case, in my opinion we should drop the implementation of this entity. Its usefulness in automations is very low, the user will change it once, maybe twice during device configuration, so he or she might as well do it from the device's configuration panel.
(issue comment from author) [2024-02-12T17:13:05Z] Rejected"
126798,Add refoss em16 device model,2024-09-26 05:55:09+00:00,2024-10-26 14:01:42+00:00,merged,2,7,29,https://github.com/home-assistant/core/pull/126798,New feature (which adds functionality to an existing integration),38,2024-10-25T13:22:25Z,refoss,ashionky,"(review comment from reviewer) [2024-09-30T19:07:24Z] This seems an unrelated change to what is being described in this PR?
(review comment from author) [2024-10-08T03:03:23Z] @frenck  
User feedback:   hope this time interval is shorter ： https://github.com/ashionky/refoss_ha/issues/6
I will make a note in the description
(review comment from reviewer) [2024-10-21T14:18:15Z] Let's do this in a separate PR. I have a hard time believing that this is not possible without service call. My suspicion would be that the machine they are running this on is doing too much at the same time and can't keep up with the 5 seconds. Because 5 seconds is very very low for HA standards
(review comment from author) [2024-10-22T01:15:49Z] > Let's do this in a separate PR. I have a hard time believing that this is not possible without service call. My suspicion would be that the machine they are running this on is doing too much at the same time and can't keep up with the 5 seconds. Because 5 seconds is very very low for HA standards

Ok, I'll delete it.
Our device supports 5-second requests (the app also requests devices at 5-second intervals)
Users have previously reported this situation.
In the case of 5 seconds, I verified with my own computer that HA can work normally.
Thanks!

(review comment from reviewer) [2024-10-25T10:01:00Z] I am now looking at this, and this list is exactly the same as the `em06` one. I'd rather see that deduplicated
(issue comment from author) [2024-10-25T12:49:37Z] > The code does not work since `""em""` is not a value of `SENSORS`

The code is ready now
(issue comment from reviewer) [2024-10-25T12:50:43Z] No, the code literally doesn't work. It's now broken for both the em06 and em16
(issue comment from author) [2024-10-25T13:04:11Z] > No, the code literally doesn't work. It's now broken for both the em06 and em16

😯 Haha, I saw it， Thanks！
(review comment from author) [2024-10-25T13:29:07Z] > Let's do this in a separate PR. I have a hard time believing that this is not possible without service call. My suspicion would be that the machine they are running this on is doing too much at the same time and can't keep up with the 5 seconds. Because 5 seconds is very very low for HA standards

Can I submit a separate PR for this modification point？
(review comment from reviewer) [2024-10-25T13:40:53Z] You're always free to open a PR, but I think that 5 seconds is very very low and not useful for the majority of users"
114667,Add reconfigure step for here_travel_time,2024-04-02 19:40:11+00:00,2024-08-01 15:01:44+00:00,merged,3,5,119,https://github.com/home-assistant/core/pull/114667,New feature (which adds functionality to an existing integration),288,2024-07-31T13:08:25Z,here_travel_time,eifinger,"(review comment from reviewer) [2024-05-28T08:15:19Z] Assuming this is for type checking, change like this:
```suggestion
        if TYPE_CHECKING:
            assert self._entry
```
(review comment from reviewer) [2024-05-28T08:17:00Z] Don't present the form of another step, instead call `async_step_user`
(review comment from reviewer) [2024-05-28T08:19:57Z] Add a comment explaining we pop this to clear previous configuration using an entity
(review comment from reviewer) [2024-05-28T08:20:09Z] Add a comment explaining we pop these to clear previous configuration using coordinates
(review comment from reviewer) [2024-05-28T08:21:19Z] Instead of defaults, use constant schemas with suggested values added by calling `self.add_suggested_values_to_schema`"
119191,Add more airgradient configuration entities,2024-06-09 08:22:07+00:00,2024-06-19 21:01:41+00:00,merged,3,0,9,https://github.com/home-assistant/core/pull/119191,New feature (which adds functionality to an existing integration),170,2024-06-18T20:34:11Z,airgradient,joostlek,
88346,Add callback support to nuki,2023-02-17 18:21:04+00:00,2023-03-29 11:01:51+00:00,merged,2,16,38,https://github.com/home-assistant/core/pull/88346,New feature (which adds functionality to an existing integration),112,2023-03-28T09:28:05Z,nuki,pree,"(issue comment from author) [2023-03-15T09:39:16Z] > There is a merge conflict, could you take a look?
> 
> Thanks! +1
> 
> ../Frenck

rebased with dev :)
(review comment from reviewer) [2023-03-15T12:03:20Z] We have a webhook integration, see i.e. ecowitt. Please use the webhook feature together with this callback
(review comment from reviewer) [2023-03-15T12:13:16Z] ```suggestion
      ""description"": ""Your local network address for Home Assistant is configured with an HTTPS URL. This needs to be an HTTP URL for the Nuki bridge to be able to push events to Home Assistant.""
```
(review comment from reviewer) [2023-03-15T12:13:54Z] Additionally, this needs to explain to the user what they need to do and how they can fix this issue.

Right now, this is more of a notification, without any clear path for the user on how to solve the problem and how to dismiss the issue raised by this integration.
(review comment from reviewer) [2023-03-15T12:15:38Z] This is not how this check should be done. `get_url` provides parameters to set your URL requirements and will throw when it cannot meet that.

See: <https://developers.home-assistant.io/docs/instance_url>

However, as per above by pvizeli, it should not handle/build this by itself.
(review comment from author) [2023-03-15T14:37:48Z] As far as I can see I can only force it to SSL, but not require it to be HTTP only. 
(review comment from author) [2023-03-17T00:03:05Z] Changed to the webhook integration like ecowitt.
(review comment from author) [2023-03-17T00:03:49Z] I committed your suggestions and added a sentence. 
(review comment from author) [2023-03-17T00:05:01Z] Added some additional parameters to the `get_url` function, but I don't see how we could remove the HTTP check here. 
(review comment from reviewer) [2023-03-20T13:48:24Z] there is nothing that return False or get checked, why not just set to None?
(review comment from reviewer) [2023-03-20T13:49:34Z] I mean we have the same issue on ecowitt, no SSL support. We just documented it at the docs. But that part I guess,  @frenck need look over it
(issue comment from reviewer) [2023-03-21T10:56:17Z] @pree can you send me a friend request on discord?
(issue comment from author) [2023-03-21T11:01:20Z] > @pree can you send me a friend request on discord?

sent you one (Schizopriest)
(review comment from author) [2023-03-21T19:32:03Z] Changed
(review comment from author) [2023-03-22T22:21:37Z] removed the http check & issue registry stuff. 
(review comment from author) [2023-03-22T22:22:15Z] I removed the http check &  issue registry stuff.
(review comment from reviewer) [2023-03-27T10:01:29Z] ```suggestion
                await hass.async_add_executor_job(_remove_webhook, bridge, entry.entry_id)
```
(review comment from author) [2023-03-27T10:11:52Z] When implementing this (+ `async with`), mypy throws following errors:
```
homeassistant/components/nuki/__init__.py:154: error: ""async with"" outside async function  [syntax]
homeassistant/components/nuki/__init__.py:155: error: ""await"" outside coroutine (""async def"")
Found 2 errors in 1 file (errors prevented further checking)
```
(review comment from author) [2023-03-27T10:23:44Z] changed the method to `async` instead of `callback`."
53361,Add api to device_automation to return all matching devices,2021-07-22 20:26:55+00:00,2021-08-11 20:06:27+00:00,merged,6,0,18,https://github.com/home-assistant/core/pull/53361,New feature (which adds functionality to an existing integration),213,2021-08-10T19:21:34Z,device_automation,bdraco,"(issue comment from author) [2021-08-10T18:42:51Z] No changes, rebase only to prevent stale
(issue comment from author) [2021-08-10T19:21:39Z] Thanks 👍 "
