PR Number,Title,Created At,Updated At,State,Files Changed,Total Comments,Decision Time,URL,Type of Change,LOC Changed,Closed Date,Integration,Author
45564,Add econet thermostat support and use getattr for sensors,2021-01-26 15:01:52+00:00,2021-03-26 17:18:58+00:00,merged,9,25,58,https://github.com/home-assistant/core/pull/45564,New integration (thank you!),429,2021-03-25T16:06:52Z,econet,w1ll1am23
115591,Add neevo integration,2024-04-14 19:02:48+00:00,2024-10-09 16:02:09+00:00,closed,15,21,176,https://github.com/home-assistant/core/pull/115591,New integration (thank you!),500,2024-10-08T15:05:36Z,neevo,davidflypei
46218,Add Rituals Perfume Genie integration,2021-02-08 12:53:52+00:00,2021-02-21 22:06:14+00:00,merged,14,27,12,https://github.com/home-assistant/core/pull/46218,New integration (thank you!),392,2021-02-20T21:55:23Z,rituals_perfume_genie,milanmeu
48310,Add emonitor integration,2021-03-25 06:32:42+00:00,2021-04-06 20:01:58+00:00,merged,15,17,11,https://github.com/home-assistant/core/pull/48310,New integration (thank you!),544,2021-04-05T08:11:24Z,emonitor,bdraco
84435,Add Stookwijzer,2022-12-22 11:12:28+00:00,2023-01-21 13:04:03+00:00,merged,16,34,29,https://github.com/home-assistant/core/pull/84435,New integration (thank you!),303,2023-01-20T12:42:48Z,stookwijzer,fwestenberg
77091,Add Starlink Integration,2022-08-21 06:18:58+00:00,2023-01-17 12:02:14+00:00,merged,21,105,139,https://github.com/home-assistant/core/pull/77091,New integration (thank you!),493,2023-01-07T20:13:37Z,,
99304,💧 Aqvify integration,2023-08-29 20:45:09+00:00,2024-08-12 14:03:14+00:00,closed,14,33,347,https://github.com/home-assistant/core/pull/99304,New integration (thank you!),367,2024-08-11T12:07:30Z,aqvify,ptz0n
45303,Add support for Switchbot meter,2021-01-18 20:08:14+00:00,2021-01-28 10:09:59+00:00,closed,6,2,8,https://github.com/home-assistant/core/pull/45303,New integration (thank you!),222,2021-01-27T08:43:08Z,switchbot_meter,khancyr
108027,Add bring integration,2024-01-14 15:02:42+00:00,2024-01-30 17:07:20+00:00,merged,17,108,14,https://github.com/home-assistant/core/pull/108027,New integration (thank you!),664,2024-01-29T14:08:12Z,bring,miaucl
86084,Add Asus Router integration,2023-01-17 13:07:21+00:00,2023-12-15 15:01:56+00:00,closed,19,6,331,https://github.com/home-assistant/core/pull/86084,New integration (thank you!),1791,2023-12-14T14:52:53Z,asus_router,Vaskivskyi
70151,Add new QNAP QSW integration,2022-04-16 13:16:31+00:00,2022-04-28 09:07:00+00:00,merged,18,38,10,https://github.com/home-assistant/core/pull/70151,New integration (thank you!),837,2022-04-26T23:10:24Z,qnap_qsw,Noltari
53552,Add Aussie Broadband integration,2021-07-27 11:51:35+00:00,2022-02-03 13:05:50+00:00,merged,15,70,177,https://github.com/home-assistant/core/pull/53552,New integration (thank you!),952,2022-01-21T05:34:25Z,aussie_broadband,nickw444
90513,Solvis remote support,2023-03-30 12:43:18+00:00,2023-04-20 09:01:57+00:00,closed,17,0,19,https://github.com/home-assistant/core/pull/90513,New integration (thank you!),688,2023-04-19T07:04:24Z,solvis_heating,Lurchi70
85557,Add neevo integration,2023-01-09 19:17:11+00:00,2023-05-07 08:01:57+00:00,closed,15,13,116,https://github.com/home-assistant/core/pull/85557,New integration (thank you!),494,2023-05-06T07:05:00Z,neevo,davidflypei
50284,Add Geocaching integration,2021-05-08 10:17:55+00:00,2022-05-30 15:06:41+00:00,merged,20,88,368,https://github.com/home-assistant/core/pull/50284,New integration (thank you!),820,2022-05-12T10:12:47Z,geocaching,Sholofly
76999,Add air-Q integration (air quality sensors),2022-08-18 17:05:40+00:00,2022-11-18 17:02:52+00:00,merged,15,87,77,https://github.com/home-assistant/core/pull/76999,New integration (thank you!),699,2022-11-03T22:13:57Z,,
95179,Add support for gardena bluetooth,2023-06-24 23:21:37+00:00,2023-07-13 14:10:08+00:00,merged,18,18,17,https://github.com/home-assistant/core/pull/95179,New integration (thank you!),975,2023-07-12T14:08:16Z,gardena_bluetooth,elupus
75530,Add WeatherFlow integration,2022-07-20 20:37:28+00:00,2023-09-28 21:01:55+00:00,merged,16,249,433,https://github.com/home-assistant/core/pull/75530,New integration (thank you!),851,2023-09-27T15:28:06Z,,
52943,Weback cloud integration,2021-07-12 22:44:22+00:00,2021-10-26 17:18:05+00:00,closed,15,0,104,https://github.com/home-assistant/core/pull/52943,New integration (thank you!),512,2021-10-25T16:11:02Z,weback_cloud,nicolaswehmeyer
44785,New Ezviz Cloud integration,2021-01-03 13:13:38+00:00,2021-01-29 17:37:06+00:00,closed,13,0,25,https://github.com/home-assistant/core/pull/44785,New integration (thank you!),841,2021-01-28T16:51:06Z,ezviz_cloud,RenierM26
45512,Anova sous vide cooker,2021-01-24 23:55:45+00:00,2021-09-25 23:01:43+00:00,closed,13,18,242,https://github.com/home-assistant/core/pull/45512,New integration (thank you!),308,2021-09-24T22:05:17Z,anova_cooker,Br3nda
90489,Add Opower integration for getting electricity/gas usage and cost for many utilities,2023-03-30 04:23:40+00:00,2023-07-04 12:08:35+00:00,merged,16,26,94,https://github.com/home-assistant/core/pull/90489,New integration (thank you!),873,2023-07-03T01:26:31Z,opower,tronikos
69167,Add YoLink product integration,2022-04-03 05:29:24+00:00,2022-05-18 08:02:25+00:00,merged,19,148,44,https://github.com/home-assistant/core/pull/69167,New integration (thank you!),741,2022-05-17T07:59:39Z,yolink,matrixd2
108326,Add husqvarna automower ble integration,2024-01-18 22:04:09+00:00,2024-10-26 21:01:43+00:00,merged,21,93,280,https://github.com/home-assistant/core/pull/108326,New integration (thank you!),1132,2024-10-25T14:54:03Z,husqvarna_automower_ble,alistair23
48338,Add bme280spi integration,2021-03-25 19:46:29+00:00,2021-04-05 09:02:10+00:00,closed,5,4,9,https://github.com/home-assistant/core/pull/48338,New integration (thank you!),183,2021-04-04T06:05:14Z,bme280spi,Kuzj
115613,Add Swidget integration,2024-04-15 01:13:03+00:00,2024-06-21 03:01:45+00:00,closed,1479,65,66,https://github.com/home-assistant/core/pull/115613,New integration (thank you!),66482,2024-06-20T02:19:06Z,swidget,michaelkkehoe
51317,Modern Forms integration initial pass - Fan,2021-06-01 02:12:02+00:00,2021-06-14 20:32:31+00:00,merged,21,66,7,https://github.com/home-assistant/core/pull/51317,New integration (thank you!),1217,2021-06-08T06:22:50Z,modern_forms,wonderslug
122148,Add Anglian Water integration,2024-07-18 22:54:11+00:00,2024-10-15 20:01:57+00:00,closed,17,70,87,https://github.com/home-assistant/core/pull/122148,New integration (thank you!),466,2024-10-14T11:05:27Z,anglian_water,pantherale0
82850,Initial Edilkamin stove integration,2022-11-28 09:20:29+00:00,2024-04-03 19:03:58+00:00,closed,19,17,491,https://github.com/home-assistant/core/pull/82850,New integration (thank you!),424,2024-04-02T18:05:36Z,,
77742,Add new integration mhtzn,2022-09-03 02:59:47+00:00,2022-12-20 14:13:37+00:00,closed,15,0,107,https://github.com/home-assistant/core/pull/77742,New integration (thank you!),1258,2022-12-19T13:08:30Z,,
108045,Add OMIE integration,2024-01-14 18:55:09+00:00,2024-03-30 22:38:17+00:00,closed,17,5,74,https://github.com/home-assistant/core/pull/108045,New integration (thank you!),583,2024-03-29T13:04:48Z,omie,luuuis
72235,Add Dremel 3D Printer integration,2022-05-20 14:19:09+00:00,2023-06-01 03:16:25+00:00,closed,19,16,375,https://github.com/home-assistant/core/pull/72235,New integration (thank you!),730,2023-05-31T02:55:37Z,,
109073,Add Husqvarna Automower integration,2024-01-29 21:09:00+00:00,2024-02-08 11:02:08+00:00,merged,24,43,8,https://github.com/home-assistant/core/pull/109073,New integration (thank you!),941,2024-02-07T08:27:04Z,husqvarna_automower,Thomas55555
123860,Add LG ThinQ Integration,2024-08-14 08:14:52+00:00,2024-09-02 00:31:16+00:00,merged,18,234,16,https://github.com/home-assistant/core/pull/123860,New integration (thank you!),854,2024-08-30T13:12:50Z,lgthinq,LG-ThinQ-Integration
60323,Add slow_pwm integration,2021-11-25 10:46:34+00:00,2022-03-19 15:01:46+00:00,closed,7,0,113,https://github.com/home-assistant/core/pull/60323,New integration (thank you!),420,2022-03-18T14:07:34Z,slow_pwm,antonverburg
50910,on hold!: Add news integration,2021-05-20 17:22:42+00:00,2022-10-07 14:06:37+00:00,closed,11,6,47,https://github.com/home-assistant/core/pull/50910,New integration (thank you!),706,2021-07-07T12:01:02Z,frontend,ludeeus
84748,Add JVC Projector integration,2022-12-29 01:28:53+00:00,2024-01-26 15:50:40+00:00,merged,21,39,127,https://github.com/home-assistant/core/pull/84748,New integration (thank you!),1030,2023-05-05T18:44:54Z,jvc_projector,SteveEasley
106449,Add Zimi Cloud Controller integration,2023-12-27 02:30:35+00:00,2024-09-28 12:03:54+00:00,closed,16,13,275,https://github.com/home-assistant/core/pull/106449,New integration (thank you!),1103,2024-09-27T11:05:52Z,zimi,mhannon11
109291,Add eq3btsmart integration,2024-02-01 08:19:40+00:00,2024-06-24 14:15:49+00:00,merged,23,131,56,https://github.com/home-assistant/core/pull/109291,New integration (thank you!),966,2024-03-29T01:20:57Z,eq3btsmart,EuleMitKeule
84572,Add Watts Vision integration,2022-12-26 13:44:25+00:00,2023-01-12 11:01:54+00:00,closed,13,0,15,https://github.com/home-assistant/core/pull/84572,New integration (thank you!),303,2023-01-11T10:07:37Z,watts_vision,mjkl-gh
106976,Add webmin integration,2024-01-03 18:12:56+00:00,2024-02-27 17:03:44+00:00,merged,21,49,53,https://github.com/home-assistant/core/pull/106976,New integration (thank you!),803,2024-02-26T16:10:11Z,webmin,autinerd
107360,Smartfox,2024-01-06 10:36:12+00:00,2024-03-14 14:01:55+00:00,closed,14,8,67,https://github.com/home-assistant/core/pull/107360,New integration (thank you!),776,2024-03-13T13:04:37Z,smartfox,JFK344
73340,Kostal Piko Solar Inverter Integration,2022-06-10 22:36:45+00:00,2022-09-18 20:02:00+00:00,closed,14,0,98,https://github.com/home-assistant/core/pull/73340,New integration (thank you!),951,2022-09-17T19:04:56Z,,
102361,Add notify integration TvOverlay Notifications for Android TV,2023-10-19 21:57:15+00:00,2024-07-14 23:01:49+00:00,closed,15,62,268,https://github.com/home-assistant/core/pull/102361,New integration (thank you!),1168,2024-07-13T22:04:32Z,tvoverlay,hareeshmu
115712,Avocent direct pdu integration,2024-04-16 17:33:28+00:00,2024-08-12 14:03:15+00:00,closed,17,26,116,https://github.com/home-assistant/core/pull/115712,New integration (thank you!),525,2024-08-11T12:07:17Z,avocent_dpdu,wgprojects
70365,Add OSO Energy integration,2022-04-21 10:38:49+00:00,2024-01-30 14:02:16+00:00,merged,14,111,595,https://github.com/home-assistant/core/pull/70365,New integration (thank you!),522,2023-12-08T07:51:59Z,osoenergy,osohotwateriot
65352,Create new Unmanic integration,2022-02-01 05:45:37+00:00,2022-03-18 01:28:33+00:00,closed,18,15,43,https://github.com/home-assistant/core/pull/65352,New integration (thank you!),530,2022-03-17T00:14:59Z,,JeffResc
100573,Add Refoss integration,2023-09-19 01:45:38+00:00,2023-12-23 13:01:48+00:00,merged,19,67,94,https://github.com/home-assistant/core/pull/100573,New integration (thank you!),524,2023-12-22T12:18:32Z,refoss,ashionky
115645,Add ElevenLabs text-to-speech integration,2024-04-15 12:45:09+00:00,2024-08-26 20:01:59+00:00,merged,18,98,107,https://github.com/home-assistant/core/pull/115645,New integration (thank you!),889,2024-07-31T19:31:09Z,elevenlabstts,sorgfresser
119140,Add Knocki integration,2024-06-08 14:25:52+00:00,2024-06-23 12:02:36+00:00,merged,20,10,13,https://github.com/home-assistant/core/pull/119140,New integration (thank you!),618,2024-06-21T15:22:03Z,knocki,joostlek
71498,Add Big Ass Fans integration,2022-05-07 19:17:18+00:00,2022-05-18 15:01:10+00:00,merged,19,17,7,https://github.com/home-assistant/core/pull/71498,New integration (thank you!),611,2022-05-14T22:22:47Z,baf,bdraco
97794,Add support for OSC (Open Sound Control),2023-08-04 18:29:24+00:00,2023-11-20 22:01:37+00:00,closed,18,15,107,https://github.com/home-assistant/core/pull/97794,New integration (thank you!),451,2023-11-19T21:04:37Z,osc,gmint
94824,New integration Midea ccm15 climate,2023-06-18 17:53:39+00:00,2023-12-24 21:01:36+00:00,merged,18,116,188,https://github.com/home-assistant/core/pull/94824,New integration (thank you!),1121,2023-12-23T20:24:52Z,ccm15,ocalvo
60413,Add lektrico integration,2021-11-26 17:49:55+00:00,2023-10-21 09:01:38+00:00,closed,24,244,692,https://github.com/home-assistant/core/pull/60413,New integration (thank you!),1631,2023-10-20T08:57:42Z,lektrico,mtarjoianu
99173,Add integration for IKEA Idasen Desk,2023-08-27 23:37:33+00:00,2023-09-21 01:21:58+00:00,merged,20,28,23,https://github.com/home-assistant/core/pull/99173,New integration (thank you!),852,2023-09-20T00:44:35Z,idasen_desk,abmantis
93604,Add Owlet integration,2023-05-26 14:11:28+00:00,2024-02-01 19:01:45+00:00,closed,24,70,250,https://github.com/home-assistant/core/pull/93604,New integration (thank you!),4380,2024-01-31T18:04:42Z,owlet,ryanbdclark
50894,Add HifiBerry integration,2021-05-20 13:08:47+00:00,2022-05-08 00:05:59+00:00,closed,14,12,351,https://github.com/home-assistant/core/pull/50894,New integration (thank you!),512,2022-05-06T23:05:24Z,bluesound,willholdoway
64173,New integration flashforge,2022-01-15 19:28:29+00:00,2022-07-29 11:01:58+00:00,closed,17,29,193,https://github.com/home-assistant/core/pull/64173,New integration (thank you!),953,2022-07-28T10:24:03Z,flashforge,joseffallman
113156,Add Arve integration,2024-03-12 15:03:43+00:00,2024-06-28 10:14:55+00:00,merged,19,152,27,https://github.com/home-assistant/core/pull/113156,New integration (thank you!),1348,2024-04-08T15:24:33Z,arve,ikalnyi
81948,Add `date` platform,2022-11-11 07:10:48+00:00,2023-05-02 12:02:11+00:00,merged,13,27,170,https://github.com/home-assistant/core/pull/81948,New integration (thank you!),360,2023-04-30T18:34:58Z,,
116371,Add blebox SmartMeter sensor,2024-04-29 09:02:06+00:00,2024-06-05 21:01:46+00:00,closed,2,0,36,https://github.com/home-assistant/core/pull/116371,New integration (thank you!),59,2024-06-04T20:04:02Z,blebox,pvsti
80326,Add formula_one integration,2022-10-14 13:04:38+00:00,2024-05-05 19:01:42+00:00,closed,16,78,568,https://github.com/home-assistant/core/pull/80326,New integration (thank you!),1671,2024-05-04T18:05:06Z,,
47995,Flexpool.io Sensors Integration,2021-03-16 15:11:26+00:00,2021-09-19 00:03:10+00:00,closed,15,37,185,https://github.com/home-assistant/core/pull/47995,New integration (thank you!),673,2021-09-17T23:04:57Z,flexpool,DatDraggy
51810,Add a basic device tracker for Zyxel T50 modems,2021-06-13 14:10:21+00:00,2022-01-21 13:04:31+00:00,closed,15,23,220,https://github.com/home-assistant/core/pull/51810,New integration (thank you!),617,2022-01-20T11:09:53Z,zyxelt50,SLG
58710,Add OOCSI integration,2021-10-29 20:04:30+00:00,2022-02-11 16:07:01+00:00,closed,12,6,103,https://github.com/home-assistant/core/pull/58710,New integration (thank you!),456,2022-02-10T15:10:09Z,oocsi,Cyanogenbot
95146,Add battery_sim component,2023-06-23 20:15:00+00:00,2023-11-14 18:01:55+00:00,closed,10,2,142,https://github.com/home-assistant/core/pull/95146,New integration (thank you!),1533,2023-11-13T17:11:44Z,battery_sim,hif2k1
63252,Initial implementation of EnaSolar integration,2022-01-03 02:12:01+00:00,2022-02-04 19:01:45+00:00,closed,13,102,31,https://github.com/home-assistant/core/pull/63252,New integration (thank you!),938,2022-02-03T18:16:10Z,enasolar,geustace
82959,Add TED (The Energy Detective) integration,2022-11-30 01:43:41+00:00,2024-03-17 17:01:34+00:00,closed,19,43,472,https://github.com/home-assistant/core/pull/82959,New integration (thank you!),782,2024-03-16T16:05:21Z,ted5000,rianadon
121268,Add TRIGGERcmd integration,2024-07-05 00:15:59+00:00,2024-09-12 18:08:28+00:00,merged,14,143,68,https://github.com/home-assistant/core/pull/121268,New integration (thank you!),424,2024-09-11T13:49:38Z,triggercmd,rvmey
105474,Add Arctic Spa integration,2023-12-11 07:18:44+00:00,2024-05-25 17:01:40+00:00,closed,17,62,165,https://github.com/home-assistant/core/pull/105474,New integration (thank you!),469,2024-05-24T16:05:07Z,arcticspa,greg-szabo
68992,Add Azure data explorer,2022-03-31 15:48:05+00:00,2024-05-24 09:01:43+00:00,merged,16,214,783,https://github.com/home-assistant/core/pull/68992,New integration (thank you!),1030,2024-05-23T07:14:09Z,azure_data_explorer,kaareseras
53801,Add new integration dyson_local,2021-07-31 15:28:28+00:00,2021-12-16 12:01:50+00:00,closed,19,7,136,https://github.com/home-assistant/core/pull/53801,New integration (thank you!),1128,2021-12-15T11:27:29Z,dyson_local,shenxn
98216,Add LoRaWAN integration,2023-08-10 17:04:19+00:00,2023-10-17 22:02:40+00:00,closed,21,4,67,https://github.com/home-assistant/core/pull/98216,New integration (thank you!),1036,2023-10-16T21:32:43Z,lorawan,Oliv4945
46332,Add Freedompro,2021-02-10 13:51:38+00:00,2021-08-15 09:02:44+00:00,merged,17,111,139,https://github.com/home-assistant/core/pull/46332,New integration (thank you!),907,2021-06-30T11:21:06Z,freedompro,stefano055415
117117,Add Aquacell integration,2024-05-08 22:16:26+00:00,2024-07-04 20:11:37+00:00,merged,21,81,28,https://github.com/home-assistant/core/pull/117117,New integration (thank you!),1151,2024-06-06T20:33:58Z,aquacell,Jordi1990
106420,Add Huum integration,2023-12-26 17:43:57+00:00,2024-01-26 12:02:08+00:00,merged,14,134,29,https://github.com/home-assistant/core/pull/106420,New integration (thank you!),428,2024-01-25T11:55:56Z,huum,frwickst
119237,Add Kermi integration,2024-06-09 20:43:06+00:00,2024-08-20 13:04:29+00:00,closed,19,26,70,https://github.com/home-assistant/core/pull/119237,New integration (thank you!),662,2024-08-19T12:07:48Z,kermi,jr42
86522,Add myUplink integration,2023-01-24 12:21:34+00:00,2024-01-13 12:02:08+00:00,merged,21,60,352,https://github.com/home-assistant/core/pull/86522,New integration (thank you!),480,2024-01-12T11:17:07Z,myuplink,pajzo
127109,Add Appartme System integration,2024-09-30 13:26:37+00:00,2024-10-24 12:03:20+00:00,closed,19,0,22,https://github.com/home-assistant/core/pull/127109,New integration (thank you!),766,2024-10-23T11:52:56Z,appartme,MiloszSlabs
46953,Add afvalkalender_meppel integration,2021-02-23 13:25:40+00:00,2022-01-26 18:04:46+00:00,closed,14,3,336,https://github.com/home-assistant/core/pull/46953,New integration (thank you!),508,2022-01-25T17:42:23Z,meppel_afvalkalender,lwestenberg
98703,Add Hong Kong Observatory integration,2023-08-20 12:05:59+00:00,2024-01-06 14:01:53+00:00,merged,17,50,138,https://github.com/home-assistant/core/pull/98703,New integration (thank you!),705,2024-01-05T13:52:46Z,hko,MisterCommand
59402,Add Vconnex integration,2021-11-09 08:12:46+00:00,2023-05-12 04:02:02+00:00,closed,0,27,547,https://github.com/home-assistant/core/pull/59402,New integration (thank you!),0,2023-05-11T03:53:16Z,vconnex,hiep292
72522,Add Knovvu tts integration,2022-05-26 06:35:38+00:00,2022-06-08 14:01:50+00:00,closed,5,0,12,https://github.com/home-assistant/core/pull/72522,New integration (thank you!),228,2022-06-07T13:58:33Z,,
53430,Add new integration for Legrand RFLC,2021-07-24 18:19:48+00:00,2023-01-18 15:02:03+00:00,closed,17,96,541,https://github.com/home-assistant/core/pull/53430,New integration (thank you!),1180,2023-01-17T14:50:34Z,legrand_rflc,rtyle
118516,Add Azure OpenAI conversation,2024-05-30 20:10:51+00:00,2024-06-12 21:01:58+00:00,closed,18,0,11,https://github.com/home-assistant/core/pull/118516,New integration (thank you!),1217,2024-06-11T19:59:02Z,azure_openai_conversation,zweckj
68682,Add yolink integration with door sensor,2022-03-25 20:07:32+00:00,2022-04-04 07:01:47+00:00,closed,18,2,8,https://github.com/home-assistant/core/pull/68682,New integration (thank you!),812,2022-04-03T05:24:57Z,yolink,matrixd2
122526,Anthropic Claude conversation integration,2024-07-24 13:01:20+00:00,2024-08-03 01:27:58+00:00,merged,17,17,8,https://github.com/home-assistant/core/pull/122526,New integration (thank you!),1509,2024-08-01T20:50:10Z,anthropic,Shulyaka
106697,Add Govee local light integration,2023-12-30 00:09:30+00:00,2024-01-26 15:47:19+00:00,merged,17,59,17,https://github.com/home-assistant/core/pull/106697,New integration (thank you!),873,2024-01-16T19:00:29Z,govee_light_api,Galorhallen
109335,Add Fujitsu FGLair integration,2024-02-01 22:11:14+00:00,2024-08-26 17:01:46+00:00,merged,21,133,198,https://github.com/home-assistant/core/pull/109335,New integration (thank you!),1115,2024-08-18T13:37:33Z,fujitsu_hvac,crevetor
102371,Add lektrico integration,2023-10-20 08:31:56+00:00,2024-08-31 12:05:34+00:00,merged,26,207,315,https://github.com/home-assistant/core/pull/102371,New integration (thank you!),1693,2024-08-30T11:20:15Z,lektrico,Lektrico
45886,Add litterrobot integration,2021-02-03 08:33:50+00:00,2021-02-25 02:39:52+00:00,merged,18,28,19,https://github.com/home-assistant/core/pull/45886,New integration (thank you!),676,2021-02-22T18:53:57Z,litterrobot,natekspencer
103620,Integration for EPS alarms,2023-11-07 21:09:50+00:00,2024-04-05 17:01:48+00:00,closed,16,25,148,https://github.com/home-assistant/core/pull/103620,New integration (thank you!),477,2024-04-04T16:05:17Z,eps,parvarm
122748,Add Nice G.O. integration,2024-07-29 02:12:27+00:00,2024-08-17 03:01:53+00:00,merged,25,13,17,https://github.com/home-assistant/core/pull/122748,New integration (thank you!),1703,2024-08-15T16:46:07Z,linear_garage_door,IceBotYT
79398,Add Sum helper,2022-10-01 08:09:16+00:00,2022-11-25 14:05:37+00:00,closed,16,20,54,https://github.com/home-assistant/core/pull/79398,New integration (thank you!),862,2022-11-24T13:58:49Z,,
116140,Add Espressif System Zigbee,2024-04-25 03:59:10+00:00,2024-07-08 01:25:02+00:00,closed,2,0,71,https://github.com/home-assistant/core/pull/116140,New integration (thank you!),7,2024-07-05T18:28:15Z,zha,lhespress
70908,New KinCony Hx component,2022-04-27 13:26:45+00:00,2022-08-11 10:01:55+00:00,closed,9,0,104,https://github.com/home-assistant/core/pull/70908,New integration (thank you!),470,2022-08-10T09:05:33Z,kincony_hx,kgkolev
100790,Add Healthbox3 integration,2023-09-24 09:35:25+00:00,2023-11-01 15:01:55+00:00,closed,17,26,37,https://github.com/home-assistant/core/pull/100790,New integration (thank you!),840,2023-10-31T13:20:10Z,renson,jimmyd-be
56039,Add Escea fireplace integration,2021-09-10 06:36:11+00:00,2022-08-09 11:01:50+00:00,merged,16,88,332,https://github.com/home-assistant/core/pull/56039,New integration (thank you!),554,2022-08-08T09:48:42Z,escea,lazdavila
52490,Add National Environment Agency weather and sensor components,2021-07-04 03:17:17+00:00,2021-10-12 13:10:33+00:00,closed,7,3,99,https://github.com/home-assistant/core/pull/52490,New integration (thank you!),483,2021-10-11T12:09:40Z,nea,loongyh
50677,Add Crownstone integration,2021-05-15 15:36:12+00:00,2021-11-27 00:50:25+00:00,merged,20,123,122,https://github.com/home-assistant/core/pull/50677,New integration (thank you!),1748,2021-09-14T19:46:52Z,crownstone,RicArch97
75091,New integraton iNELS,2022-07-12 20:37:47+00:00,2022-08-24 09:01:52+00:00,closed,21,0,41,https://github.com/home-assistant/core/pull/75091,New integration (thank you!),1385,2022-08-23T08:59:12Z,,
102190,Add deako integration using pydeako,2023-10-17 23:13:18+00:00,2024-05-10 19:01:39+00:00,closed,19,54,204,https://github.com/home-assistant/core/pull/102190,New integration (thank you!),795,2024-05-09T18:05:04Z,deako,Balake
105977,Add SIP Call Integration,2023-12-18 12:58:34+00:00,2024-10-06 19:01:49+00:00,closed,15,44,292,https://github.com/home-assistant/core/pull/105977,New integration (thank you!),382,2024-10-05T18:06:06Z,sipcall,philipp-fischer
72982,New integration: Poolstation,2022-06-03 13:50:45+00:00,2022-11-03 04:13:18+00:00,closed,20,0,151,https://github.com/home-assistant/core/pull/72982,New integration (thank you!),1024,2022-11-02T03:47:10Z,,
55440,Add zeversolar integration,2021-08-30 08:34:10+00:00,2021-12-27 19:01:47+00:00,closed,15,44,118,https://github.com/home-assistant/core/pull/55440,New integration (thank you!),699,2021-12-26T18:07:09Z,zeversolar,sander76
101988,Add Acaia integration,2023-10-14 10:16:35+00:00,2024-01-08 20:02:08+00:00,closed,23,0,85,https://github.com/home-assistant/core/pull/101988,New integration (thank you!),682,2024-01-07T19:02:25Z,acaia,zweckj
71534,Add Aqara integration,2022-05-08 15:17:42+00:00,2022-08-05 07:01:51+00:00,closed,31,168,87,https://github.com/home-assistant/core/pull/71534,New integration (thank you!),23196,2022-08-04T06:08:31Z,aqara,chenliuyang1989
95722,Add Komfovent,2023-07-02 18:12:50+00:00,2023-11-12 11:01:47+00:00,merged,15,59,131,https://github.com/home-assistant/core/pull/95722,New integration (thank you!),454,2023-11-11T10:19:42Z,komfovent,ProstoSanja
93626,Add jsonlog component for dedicated JSON-formatted log file,2023-05-26 19:32:31+00:00,2023-12-11 20:56:12+00:00,closed,14,0,166,https://github.com/home-assistant/core/pull/93626,New integration (thank you!),384,2023-11-09T14:28:38Z,,janw
60000,Add Tesla Wall Connector integration,2021-11-19 17:53:34+00:00,2021-11-30 11:45:16+00:00,merged,16,111,8,https://github.com/home-assistant/core/pull/60000,New integration (thank you!),844,2021-11-28T17:41:01Z,tesla_wall_connector,einarhauks
63087,Add Wevolor integration,2021-12-30 18:22:11+00:00,2022-03-28 22:01:50+00:00,closed,14,52,87,https://github.com/home-assistant/core/pull/63087,New integration (thank you!),314,2022-03-27T21:27:13Z,wevolor,timstallmann
83069,Add Rointe integration,2022-12-01 19:41:55+00:00,2024-04-12 18:01:41+00:00,closed,23,169,496,https://github.com/home-assistant/core/pull/83069,New integration (thank you!),1597,2024-04-11T17:04:42Z,rointe,tggm
53039,Add DroneMobile Integration,2021-07-15 00:35:04+00:00,2021-10-21 11:04:40+00:00,closed,14,0,97,https://github.com/home-assistant/core/pull/53039,New integration (thank you!),1182,2021-10-20T10:09:48Z,drone_mobile,bjhiltbrand
82024,Add maico integration,2022-11-13 08:37:59+00:00,2023-02-20 23:01:51+00:00,closed,14,32,98,https://github.com/home-assistant/core/pull/82024,New integration (thank you!),550,2023-02-19T22:05:12Z,,
111465,Add plexamp integration,2024-02-26 10:25:48+00:00,2024-05-15 10:03:00+00:00,closed,13,10,77,https://github.com/home-assistant/core/pull/111465,New integration (thank you!),1088,2024-05-14T09:06:02Z,plexamp,gloaysa
71896,Add LaCrosse View integration,2022-05-15 13:09:42+00:00,2022-08-01 13:09:38+00:00,merged,17,68,73,https://github.com/home-assistant/core/pull/71896,New integration (thank you!),769,2022-07-27T14:37:23Z,lacrosse_view,IceBotYT
124176,Add new integration for WMS WebControl pro using local API,2024-08-18 19:09:32+00:00,2024-09-17 15:02:02+00:00,merged,22,123,28,https://github.com/home-assistant/core/pull/124176,New integration (thank you!),1194,2024-09-16T14:07:43Z,wmspro,mback2k
103345,Add OVOS/Neon Voice Assistants integration,2023-11-03 22:48:05+00:00,2024-03-14 02:06:50+00:00,closed,14,5,130,https://github.com/home-assistant/core/pull/103345,New integration (thank you!),297,2024-03-13T01:26:36Z,ovos,atd
121951,Telegram client integration,2024-07-14 19:06:20+00:00,2024-09-21 10:01:50+00:00,closed,17,0,67,https://github.com/home-assistant/core/pull/121951,New integration (thank you!),2970,2024-09-20T09:06:28Z,telegram_client,lufton
83247,Add bouncie integration,2022-12-04 18:50:59+00:00,2023-01-18 17:01:42+00:00,closed,16,65,43,https://github.com/home-assistant/core/pull/83247,New integration (thank you!),594,2023-01-17T16:57:25Z,bouncie,mandarons
123057,Add weheat core integration,2024-08-02 09:29:34+00:00,2024-09-09 09:57:44+00:00,merged,21,82,35,https://github.com/home-assistant/core/pull/123057,New integration (thank you!),632,2024-09-06T09:58:02Z,weheat,jesperraemaekers
